experience_level,job_title,salary_in_usd,company_location,company_size
SE,Data Scientist,144000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,95000,US,M
MI,Data Scientist,57872,GB,M
EN,Data Analyst,64000,US,L
EN,Data Scientist,39925,autre,L
SE,Machine Learning Engineer,187200,CA,M
SE,Machine Learning Engineer,116100,CA,M
SE,Data Analyst,150000,US,M
SE,Data Analyst,127000,US,M
SE,Data Engineer,275000,US,M
SE,Data Engineer,166000,US,M
SE,Data Scientist,159699,US,M
SE,Data Scientist,138938,US,M
EN,autre,76000,US,L
SE,Data Analyst,166700,US,M
SE,Data Analyst,119000,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,100000,US,M
SE,Analytics Engineer,103432,GB,M
SE,Analytics Engineer,92350,GB,M
SE,Data Analyst,80000,US,M
SE,Data Analyst,52500,US,M
SE,Data Engineer,236000,US,M
SE,Data Engineer,182000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Analyst,135000,US,M
SE,Data Analyst,100000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,autre,240000,US,M
EN,Data Analyst,125404,US,S
SE,Data Engineer,300000,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,195000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,155000,US,M
SE,Data Engineer,110000,US,M
SE,autre,123000,US,M
SE,autre,92250,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,150000,US,M
MI,autre,180000,US,M
MI,autre,100000,US,M
SE,Data Engineer,97000,US,M
SE,Data Engineer,90000,US,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,160000,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Data Engineer,260000,US,M
SE,Data Engineer,180000,US,M
EX,Analytics Engineer,210000,US,M
EX,Analytics Engineer,157000,US,M
EN,Data Scientist,180000,US,M
EN,Data Scientist,100000,US,M
MI,Data Analyst,80000,US,M
MI,Data Analyst,52500,US,M
SE,Data Architect,128000,US,M
SE,Data Architect,81500,US,M
SE,autre,105000,US,M
SE,autre,70000,US,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,122500,US,M
SE,Data Engineer,171000,US,M
SE,Data Engineer,117000,US,M
SE,Data Scientist,202800,US,L
SE,Data Scientist,104300,US,L
SE,Data Analyst,50432,ES,M
SE,Data Analyst,36773,ES,M
SE,Data Engineer,197000,US,M
SE,Data Engineer,99000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,110000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
MI,Data Scientist,30000,autre,L
MI,Analytics Engineer,78000,autre,M
MI,Analytics Engineer,48000,autre,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,130000,US,M
SE,Data Analyst,150000,US,M
SE,Data Analyst,95000,US,M
MI,Data Engineer,78000,autre,M
MI,Data Engineer,42000,autre,M
SE,Data Architect,345600,US,M
SE,Data Architect,230400,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
MI,autre,78000,autre,M
MI,autre,48000,autre,M
SE,Data Analyst,175950,US,M
SE,Data Analyst,130050,US,M
SE,Data Engineer,205600,US,L
SE,Data Engineer,105700,US,L
SE,Data Analyst,236600,US,M
SE,Data Analyst,89200,US,M
MI,Data Scientist,84000,autre,M
MI,Data Scientist,54000,autre,M
EN,Data Scientist,80000,US,L
SE,autre,200000,GB,S
EN,Data Scientist,73742,CA,L
SE,autre,165000,US,S
EN,Data Scientist,33246,GB,L
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
EN,autre,5409,IN,L
MI,Data Engineer,75050,autre,L
SE,Data Engineer,225000,US,M
SE,Data Engineer,184100,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
EN,Machine Learning Engineer,108000,US,S
SE,autre,8000,autre,L
SE,Data Scientist,155000,US,M
SE,Data Scientist,38000,US,M
MI,Data Analyst,85000,US,M
MI,Data Analyst,65000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,38000,US,M
MI,Data Engineer,110820,GB,M
MI,Data Engineer,92350,GB,M
SE,Data Scientist,153600,US,M
SE,Data Scientist,106800,US,M
SE,Data Scientist,185000,US,M
SE,Data Scientist,50000,US,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,38000,US,M
SE,Data Scientist,168000,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,123400,US,M
SE,Data Scientist,88100,US,M
SE,Data Scientist,120000,US,S
SE,Data Scientist,55000,US,S
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Engineer,191200,US,M
SE,Data Engineer,130000,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
SE,Analytics Engineer,150000,US,M
SE,Analytics Engineer,120000,US,M
SE,autre,139000,US,M
SE,autre,122000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Analyst,139600,US,M
SE,Data Analyst,85700,US,M
SE,Data Engineer,185000,US,M
SE,Data Engineer,50000,US,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Scientist,200000,US,M
SE,Data Scientist,175000,US,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
MI,autre,148500,US,L
MI,autre,98200,US,L
SE,Data Analyst,115000,US,M
SE,Data Analyst,95000,US,M
SE,Data Architect,225000,US,M
SE,Data Architect,66000,US,M
SE,Data Scientist,185000,US,M
SE,Data Scientist,50000,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
MI,autre,134000,US,M
MI,autre,98000,US,M
MI,Data Analyst,105000,US,M
MI,Data Analyst,62000,US,M
EN,autre,57000,US,L
SE,autre,161311,CA,M
MI,Data Scientist,144200,US,M
MI,Data Scientist,115360,US,M
MI,Data Scientist,83171,autre,L
SE,autre,38154,IN,L
SE,Data Engineer,73546,autre,M
SE,Data Engineer,42026,autre,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,150000,US,M
SE,Data Architect,180000,US,M
SE,Data Architect,160000,US,M
MI,Data Scientist,108000,US,L
SE,autre,200000,US,M
SE,autre,150000,US,M
EX,autre,125976,CA,L
SE,Data Engineer,188700,US,M
SE,Data Engineer,160395,US,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,225000,US,M
SE,Data Scientist,198440,US,M
SE,Data Scientist,144000,US,M
SE,Applied Scientist,191475,US,M
SE,Applied Scientist,141525,US,M
SE,Data Analyst,50432,ES,M
SE,Data Analyst,36773,ES,M
MI,Data Scientist,75648,DE,S
SE,autre,156868,US,L
SE,autre,200000,autre,S
SE,Data Scientist,198440,US,L
SE,Data Scientist,144000,US,L
SE,autre,69344,autre,L
MI,autre,5132,autre,M
SE,Data Analyst,90000,US,M
MI,Research Scientist,126080,DE,S
MI,Research Scientist,84053,DE,S
SE,Data Engineer,200000,US,M
SE,Data Engineer,180000,US,M
MI,Analytics Engineer,108000,US,M
MI,Analytics Engineer,85000,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Data Engineer,165000,US,M
SE,Data Engineer,132000,US,M
SE,Analytics Engineer,130000,US,M
SE,Analytics Engineer,110000,US,M
MI,autre,45050,autre,L
EN,Data Analyst,42028,autre,L
MI,autre,135000,US,L
SE,Data Engineer,178800,US,L
SE,Data Engineer,132100,US,L
EN,Data Analyst,20000,US,M
SE,Machine Learning Engineer,140000,CA,M
SE,Machine Learning Engineer,110000,CA,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,85000,US,M
SE,autre,250000,US,M
SE,autre,63000,US,M
EX,Data Engineer,187200,US,M
EX,Data Engineer,116100,US,M
MI,Data Scientist,10000,autre,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,229998,US,L
SE,Data Engineer,154545,US,L
SE,Data Scientist,215000,US,L
SE,Data Scientist,159000,US,L
SE,Data Engineer,229998,US,L
SE,Data Engineer,154545,US,L
EN,autre,50000,US,M
SE,autre,183000,US,L
SE,Data Analyst,99750,US,M
SE,Data Analyst,68400,US,M
SE,Data Scientist,236900,US,L
SE,Data Scientist,159200,US,L
SE,Data Science Manager,243225,US,M
SE,Data Science Manager,179775,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,150000,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Data Scientist,148000,US,M
SE,Data Scientist,128000,US,M
SE,Data Architect,190000,US,M
SE,Data Architect,135000,US,M
SE,Analytics Engineer,130000,US,M
SE,Analytics Engineer,110000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,85000,US,M
SE,Data Scientist,218000,US,M
SE,Data Scientist,145300,US,M
SE,autre,195400,US,L
SE,autre,131300,US,L
EN,autre,105000,US,L
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,207000,US,M
SE,Data Scientist,153000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Analyst,110000,US,M
SE,Data Analyst,99000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Machine Learning Engineer,200000,autre,M
SE,Machine Learning Engineer,135000,autre,M
SE,Data Scientist,207000,US,M
SE,Data Scientist,153000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Engineer,195700,US,M
SE,Data Engineer,130500,US,M
SE,autre,130000,US,M
SE,autre,84000,US,M
MI,autre,100000,US,M
MI,autre,60000,US,M
MI,Data Engineer,80036,GB,M
MI,Data Engineer,67723,GB,M
SE,Data Engineer,141300,US,M
SE,Data Engineer,102100,US,M
SE,Data Analyst,50432,ES,M
SE,Data Analyst,36773,ES,M
MI,autre,150000,US,L
MI,Data Scientist,102200,GB,M
EN,Data Scientist,22892,IN,M
SE,Data Analyst,144000,US,M
SE,Data Analyst,113000,US,M
EN,autre,31520,ES,M
SE,Data Architect,195400,US,L
SE,Data Architect,131300,US,L
SE,Machine Learning Engineer,195400,US,L
SE,Machine Learning Engineer,131300,US,L
SE,Data Architect,195400,US,L
SE,Data Architect,131300,US,L
SE,Data Architect,190000,US,M
SE,Data Architect,135000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,80000,US,M
EN,autre,8050,IN,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,85000,US,M
SE,Data Engineer,178800,US,L
SE,Data Engineer,132100,US,L
MI,autre,60000,US,S
SE,Machine Learning Engineer,63040,autre,S
EN,autre,50000,autre,L
SE,Data Engineer,140000,US,M
SE,Data Engineer,105000,US,M
MI,Data Engineer,80036,GB,M
MI,Data Engineer,67723,GB,M
SE,Analytics Engineer,190000,US,M
SE,Analytics Engineer,140000,US,M
MI,autre,100000,US,M
MI,autre,60000,US,M
SE,Data Scientist,180000,US,L
SE,Data Scientist,165000,US,L
SE,autre,108000,US,L
EN,autre,20000,autre,M
SE,Data Architect,190000,US,M
SE,Data Architect,135000,US,M
SE,Data Scientist,179400,US,M
SE,Data Scientist,154000,US,M
SE,autre,193900,US,M
SE,autre,129300,US,M
EX,Data Science Manager,222640,US,M
EX,Data Science Manager,182160,US,M
MI,Data Engineer,150000,US,M
MI,Data Engineer,100000,US,M
SE,Analytics Engineer,122500,US,M
SE,Analytics Engineer,100000,US,M
EX,Data Engineer,297500,US,M
EX,Data Engineer,260000,US,M
EN,autre,15000,autre,L
SE,Data Engineer,193000,US,M
EN,Data Scientist,93000,US,M
EN,Data Scientist,73000,US,M
MI,autre,100000,US,M
MI,autre,60000,US,M
EN,Data Analyst,7799,autre,L
SE,Data Scientist,136994,US,M
SE,Data Scientist,101570,US,M
SE,autre,250000,US,M
SE,autre,63000,US,M
MI,autre,134000,US,M
MI,autre,98000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,autre,57786,autre,L
MI,Data Analyst,136000,US,M
MI,Data Analyst,112000,US,M
SE,Data Scientist,172000,US,M
SE,Data Scientist,140000,US,M
SE,Data Engineer,215000,US,M
SE,Data Engineer,164000,US,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,150000,US,M
EN,Data Engineer,45390,GB,L
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
MI,Data Analyst,97500,US,L
SE,Applied Scientist,212800,US,M
SE,Applied Scientist,142800,US,M
MI,Data Scientist,73546,autre,L
EN,Data Scientist,50000,DE,M
EN,Data Analyst,6359,IN,L
SE,Data Scientist,151800,US,M
SE,Data Scientist,130240,US,M
SE,Analytics Engineer,165000,US,M
SE,Analytics Engineer,140250,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,115000,US,M
SE,Data Scientist,179400,US,M
SE,Data Scientist,154000,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
MI,autre,75000,US,M
MI,Data Engineer,84053,autre,M
MI,Data Engineer,73546,autre,M
MI,Data Engineer,98506,GB,M
MI,Data Engineer,86193,GB,M
MI,Data Engineer,84053,ES,M
MI,Data Engineer,73546,ES,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Analytics Engineer,102663,GB,M
SE,Analytics Engineer,80041,GB,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Engineer,104611,GB,M
SE,Data Engineer,82280,GB,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Analyst,115000,US,L
EN,Data Scientist,31520,ES,M
SE,autre,81000,US,M
SE,autre,66000,US,M
EN,Data Analyst,46000,US,L
EN,Data Engineer,80000,US,L
EX,autre,200000,US,S
EX,autre,180000,US,S
EX,autre,200000,US,S
SE,Data Scientist,204100,US,M
SE,Data Scientist,136100,US,M
SE,Analytics Engineer,250000,US,M
SE,Analytics Engineer,63000,US,M
MI,Data Scientist,118208,GB,M
MI,Data Scientist,110820,GB,M
EN,autre,19073,autre,L
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,Data Scientist,191475,US,M
SE,Data Scientist,141525,US,M
SE,autre,95000,US,M
SE,autre,70000,US,M
MI,autre,75000,US,M
MI,Analytics Engineer,7500,autre,M
MI,Data Analyst,113000,US,L
SE,Data Scientist,170000,US,M
SE,Data Scientist,130000,US,M
MI,autre,113000,US,L
MI,autre,140000,US,M
SE,Data Analyst,50000,autre,S
MI,autre,53368,autre,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,140000,US,M
SE,autre,29944,autre,S
SE,Analytics Engineer,250000,US,M
SE,Analytics Engineer,63000,US,M
SE,Data Scientist,160000,US,L
SE,Data Scientist,119300,US,L
MI,Research Scientist,145000,US,L
SE,Data Engineer,105000,US,M
SE,Data Engineer,90000,US,M
SE,autre,146200,US,M
SE,autre,124270,US,M
MI,Data Scientist,225000,US,M
MI,Data Scientist,160000,US,M
MI,Data Scientist,54634,autre,S
SE,Data Engineer,185800,CA,M
SE,Data Engineer,137400,CA,M
SE,Analytics Engineer,245000,US,M
SE,Analytics Engineer,180000,US,M
SE,Analytics Engineer,203500,US,M
SE,Analytics Engineer,152000,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,autre,186000,US,M
SE,autre,148800,US,M
SE,autre,95386,IN,L
MI,Machine Learning Engineer,128058,GB,L
EN,Data Scientist,82000,US,L
EN,Data Scientist,110000,autre,M
MI,autre,173000,US,M
SE,Data Scientist,203500,US,M
SE,Data Scientist,152000,US,M
SE,Machine Learning Engineer,186000,US,M
SE,Machine Learning Engineer,148800,US,M
EN,autre,6270,autre,L
MI,Data Science Manager,158000,US,M
MI,Data Science Manager,134000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,120000,US,M
EX,Analytics Engineer,200000,US,M
EX,Analytics Engineer,150000,US,M
SE,Data Analyst,216200,US,M
SE,Data Analyst,144100,US,M
MI,Data Scientist,115573,autre,M
MI,Data Scientist,89306,autre,M
SE,autre,250000,US,M
SE,autre,63000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,85000,US,M
SE,Machine Learning Engineer,135000,US,M
SE,Machine Learning Engineer,85000,US,M
SE,Data Science Manager,206000,US,M
SE,Data Science Manager,175100,US,M
SE,Machine Learning Engineer,189650,US,M
SE,Machine Learning Engineer,164996,US,M
SE,Data Architect,149040,US,M
SE,Data Architect,113900,US,M
SE,Data Engineer,154000,US,M
SE,Data Engineer,126000,US,M
SE,Machine Learning Engineer,200000,US,L
SE,Machine Learning Engineer,150000,US,L
SE,Data Engineer,195700,US,M
SE,Data Engineer,130500,US,M
SE,Analytics Engineer,170000,US,M
SE,Analytics Engineer,135000,US,M
MI,Data Engineer,98506,GB,M
MI,Data Engineer,73880,GB,M
SE,Data Analyst,117000,US,M
SE,Data Analyst,99450,US,M
SE,Data Engineer,200000,autre,M
SE,Data Engineer,135000,autre,M
SE,Machine Learning Engineer,193900,US,M
SE,Machine Learning Engineer,129300,US,M
EN,Machine Learning Engineer,55410,GB,S
SE,Data Analyst,86193,GB,M
SE,Data Analyst,61566,GB,M
SE,Data Analyst,175000,US,M
SE,Data Analyst,130000,US,M
SE,Data Engineer,188100,US,M
SE,Data Engineer,139860,US,M
SE,Machine Learning Engineer,248700,US,M
SE,Machine Learning Engineer,167100,US,M
MI,Data Analyst,5723,IN,S
SE,Data Scientist,123400,US,M
SE,Data Scientist,88100,US,M
MI,autre,50432,DE,S
SE,Data Scientist,245000,US,M
SE,Data Scientist,205000,US,M
SE,Data Engineer,141300,US,M
SE,Data Engineer,102100,US,M
SE,Data Architect,141300,US,M
SE,Data Architect,102100,US,M
EN,Data Analyst,50000,autre,L
EN,Data Scientist,84053,autre,L
MI,autre,61566,GB,S
SE,Data Architect,250000,US,M
SE,Data Architect,63000,US,M
SE,Data Science Manager,189500,US,L
SE,Data Science Manager,140100,US,L
SE,Data Engineer,177600,US,L
SE,Data Engineer,131300,US,L
MI,Data Engineer,24000,US,M
MI,Data Engineer,24000,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Machine Learning Engineer,202900,US,L
SE,Machine Learning Engineer,131300,US,L
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
EN,Machine Learning Engineer,115000,US,L
MI,Machine Learning Engineer,193900,US,M
MI,Machine Learning Engineer,129300,US,M
SE,Data Scientist,180000,US,L
SE,Data Scientist,140000,US,L
MI,Data Analyst,216200,US,M
MI,Data Analyst,144100,US,M
SE,autre,216000,US,M
SE,autre,144000,US,M
EN,Data Analyst,150000,US,L
EN,autre,12171,IN,M
MI,Data Scientist,53416,autre,L
EN,autre,50000,autre,M
SE,autre,250000,US,L
EX,Research Scientist,84053,autre,L
MI,Data Scientist,131752,GB,M
SE,Analytics Engineer,48000,US,S
EX,Data Science Manager,260500,US,M
EX,Data Science Manager,175100,US,M
SE,Data Engineer,210000,US,M
SE,Data Engineer,100000,US,M
EN,Data Analyst,55000,US,S
MI,Data Analyst,130000,US,M
SE,autre,77119,GB,L
EN,Data Scientist,52008,autre,S
MI,autre,30523,IN,S
SE,Data Engineer,206699,US,M
SE,Data Engineer,99100,US,M
MI,Analytics Engineer,200000,US,M
MI,Analytics Engineer,54000,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Data Architect,250000,US,M
SE,Data Architect,63000,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
EN,Analytics Engineer,130000,US,L
SE,Data Engineer,100000,US,L
SE,Data Engineer,80000,US,L
SE,Data Scientist,160000,US,L
SE,Data Scientist,100000,US,L
SE,autre,221300,US,L
SE,autre,148700,US,L
EN,Machine Learning Engineer,30000,GB,L
EN,Data Analyst,28368,autre,M
MI,Data Engineer,91118,GB,M
MI,Data Engineer,61566,GB,M
MI,Data Scientist,60938,DE,S
SE,Data Science Manager,249260,US,M
SE,Data Science Manager,185400,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,130000,US,M
MI,Data Scientist,80036,GB,M
SE,Data Analyst,128875,US,M
SE,Data Analyst,93700,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Machine Learning Engineer,100000,US,M
SE,Data Analyst,136260,US,M
SE,Data Analyst,109280,US,M
SE,Data Scientist,160000,US,L
SE,Data Scientist,92000,US,L
SE,Data Engineer,200000,US,M
SE,Data Engineer,160000,US,M
MI,Data Engineer,135446,GB,M
MI,Data Engineer,104663,GB,M
SE,Data Analyst,117000,US,M
SE,Data Analyst,99450,US,M
EN,Data Engineer,129000,US,L
EN,Data Engineer,86000,US,L
EN,Data Engineer,13493,IN,L
EN,Data Engineer,13493,IN,L
SE,Data Scientist,160000,US,L
SE,Data Scientist,119300,US,L
SE,autre,100000,US,L
MI,Data Scientist,25000,autre,M
MI,Data Analyst,65257,autre,M
MI,autre,200000,US,M
EN,autre,180000,US,L
MI,Data Scientist,153000,US,L
SE,Data Engineer,210000,US,M
SE,Data Engineer,100000,US,M
SE,Data Analyst,150075,US,M
SE,Data Analyst,110925,US,M
MI,autre,22800,autre,M
SE,Data Scientist,160000,US,L
SE,Data Scientist,92000,US,L
SE,Machine Learning Engineer,202900,US,L
SE,Machine Learning Engineer,131300,US,L
EN,Data Analyst,22809,autre,M
EN,Data Analyst,15000,autre,L
SE,Data Engineer,175000,US,M
SE,Data Engineer,135000,US,M
SE,Data Science Manager,133766,autre,L
EN,Machine Learning Engineer,83000,US,L
MI,Data Engineer,92350,GB,M
MI,Data Engineer,67723,GB,M
SE,Data Scientist,186000,US,M
SE,Data Scientist,148800,US,M
SE,Data Analyst,112900,US,M
SE,Data Analyst,90320,US,M
SE,autre,240000,US,M
SE,autre,160000,US,M
SE,Data Science Manager,300000,US,M
SE,Data Science Manager,200000,US,M
MI,Data Engineer,65666,DE,S
MI,autre,200000,US,L
MI,Machine Learning Engineer,116976,GB,M
MI,Machine Learning Engineer,92350,GB,M
MI,autre,120000,US,M
SE,Data Analyst,112900,US,M
SE,Data Analyst,90320,US,M
SE,autre,145000,US,M
SE,autre,105400,US,M
EN,Data Scientist,49268,DE,S
MI,Data Engineer,110820,GB,M
MI,Data Engineer,92350,GB,M
SE,Data Scientist,215300,US,L
SE,Data Scientist,158200,US,L
SE,Data Engineer,209100,US,L
SE,Data Engineer,154600,US,L
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,155000,US,M
MI,Machine Learning Engineer,84053,DE,M
SE,Data Analyst,164000,US,M
SE,Data Analyst,132000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,123000,US,M
SE,Machine Learning Engineer,189650,US,M
SE,Machine Learning Engineer,164996,US,M
MI,autre,52533,autre,M
MI,autre,52533,autre,M
EX,autre,115222,CA,S
SE,Data Engineer,165400,US,M
SE,Data Engineer,132320,US,M
SE,Data Architect,208775,US,M
SE,Data Architect,147800,US,M
SE,Data Engineer,136994,US,M
SE,Data Engineer,101570,US,M
SE,Data Analyst,128875,US,M
SE,Data Analyst,93700,US,M
EX,autre,76309,IN,L
EN,Machine Learning Engineer,35093,GB,L
SE,Data Engineer,183600,US,L
SE,Data Engineer,100800,US,L
MI,Data Analyst,49253,GB,M
MI,Data Analyst,36940,GB,M
MI,Data Analyst,42026,ES,M
MI,Data Analyst,31520,ES,M
MI,Data Engineer,84053,ES,M
MI,Data Engineer,73546,ES,M
MI,Data Engineer,98506,GB,M
MI,Data Engineer,86193,GB,M
MI,Data Engineer,84053,autre,M
MI,Data Engineer,73546,autre,M
SE,Machine Learning Engineer,189650,US,M
SE,Machine Learning Engineer,164996,US,M
MI,Data Analyst,42026,autre,M
MI,Data Analyst,31520,autre,M
MI,Data Engineer,92350,GB,M
MI,Data Engineer,73880,GB,M
SE,Data Scientist,215300,US,L
SE,Data Scientist,140400,US,L
MI,Data Engineer,63040,ES,M
MI,Data Engineer,47280,ES,M
SE,Data Scientist,260000,US,M
SE,Data Scientist,180000,US,M
MI,Data Scientist,67723,GB,M
MI,Data Scientist,43096,GB,M
MI,Data Engineer,63040,autre,M
MI,Data Engineer,47280,autre,M
MI,Data Engineer,73880,GB,M
MI,Data Engineer,55410,GB,M
MI,Machine Learning Engineer,51064,autre,L
SE,autre,60000,autre,L
MI,Data Engineer,82900,US,M
MI,Data Engineer,63900,US,M
MI,autre,160000,US,L
MI,autre,112300,US,L
MI,Data Science Manager,241000,US,M
MI,Data Science Manager,159000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,80000,US,M
MI,Data Analyst,58000,US,S
MI,Data Analyst,58000,US,S
SE,Data Engineer,136000,US,M
SE,Data Engineer,108800,US,M
EX,Data Engineer,242000,US,M
EX,Data Engineer,200000,US,M
MI,Data Scientist,61566,GB,M
MI,Data Scientist,36940,GB,M
MI,Data Engineer,73880,GB,M
MI,Data Engineer,49253,GB,M
SE,Data Scientist,165220,US,M
SE,Data Scientist,120160,US,M
SE,Data Analyst,124190,US,M
SE,Data Analyst,90320,US,M
SE,Data Engineer,181940,US,M
SE,Data Engineer,132320,US,M
SE,Data Engineer,220110,US,M
SE,Data Engineer,160080,US,M
SE,Data Scientist,180000,US,L
SE,Data Scientist,120000,US,L
MI,Data Analyst,126500,US,M
MI,Data Analyst,106260,US,M
SE,Data Analyst,116000,US,M
SE,Data Analyst,99000,US,M
SE,Data Analyst,155000,US,M
SE,Data Analyst,120600,US,M
MI,Data Scientist,130000,US,M
MI,Data Scientist,90000,US,M
MI,Data Engineer,170000,US,M
MI,Data Engineer,150000,US,M
SE,Data Analyst,102100,US,M
SE,Data Analyst,84900,US,M
SE,Data Scientist,136620,US,M
SE,Data Scientist,99360,US,M
SE,Data Scientist,110820,GB,M
SE,Data Scientist,98506,GB,M
SE,Data Scientist,146000,US,M
SE,Data Scientist,123000,US,M
EN,Data Engineer,49253,GB,M
EN,Data Engineer,43096,GB,M
EX,Data Analyst,130000,US,M
EX,Data Analyst,110000,US,M
SE,Data Analyst,170000,US,M
SE,Data Analyst,135000,US,M
SE,Data Science Manager,161342,US,M
SE,Data Science Manager,137141,US,M
SE,Data Scientist,167000,US,M
SE,Data Scientist,123000,US,M
SE,Data Engineer,73880,GB,M
SE,Data Engineer,61566,GB,M
SE,Data Scientist,211500,US,M
SE,Data Scientist,138600,US,M
